page,capture_date,location,price,size,built,floor,url,text
        div class= kratek itemprop= description strong class= rdeca štepanjsko naseljestrong , 35 m2, soba, zgrajena l. 2005, p3 nad., oddam v ljubljani 130 m2 veliko stanovanje (4 sobe) s skupno kuhinjo, jedilnico in dvema kopanicama, oddamo. cena: 350,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        
        energ. razred:
        div class= icon16 ei ei-9998 div  ei v izdelavi
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6335007 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p stanovanje 130 m2: moderno in v celoti opremljenop p - soba: 35m2, cena 350 eurmesec. primerno za dve osebe. lahko tudi tri.p p - skupna kuhinja, družabni prostor in dve kopalnicip p stroški na osebo predvideni med 50 in 70 euro mesečno.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:030453-901 onclick= trackoutboundlink('0.zasebna ponudba 030453-901', 'oglas-click-tel'); 030453-901a p div"

nepremicnine,2020-09-06T14:23:26.077537,ŠMARTNO POD ŠMARNO GORO,400.0,38.0,2009,,https://www.nepremicnine.net/oglasi-oddaja/smartno-pod-smarno-goro-stanovanje_6360837/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca šmartno pod šmarno gorostrong , 38 m2, 1-sobno, zgrajeno l. 2009, oddamo opremljeno stanovanje, oddamo. cena: 400,00 eurmesdiv 
	    
        
        
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6360837 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p v šmartnem pod šmarno goro oddamo opremljeno stanovanje. stanovanje ima samostojni vhod, svoje števce, ter svoj parkirni prostor. bližina obvoznice ter lpp.p p oddamo malademu paru ali eni osebi.p p živali niso zaželjene.p p cena: 400,00 eur + stroški + 1× varščinap p 068622034p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:068622-034 onclick= trackoutboundlink('0.zasebna ponudba 068622-034', 'oglas-click-tel'); 068622-034a p div"

nepremicnine,2020-09-06T14:23:26.077537,"ŠENTVID, LJ.",280.0,16.0,2019,1,https://www.nepremicnine.net/oglasi-oddaja/sentvid-lj-stanovanje_6277738/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca šentvid, lj.strong , 16 m2, soba, adaptirana l. 2019, adaptirana l. 2019, 12 nad., oddam posteljo v dvoposteljni sobi (3 sobe), oddamo. cena: 280,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        
        
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6277738 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p - skupna uporaba kuhinjske niše, kopalnice z wc-jem, wcp p - sobe so klimatizirane, z novo opremop p - samostojni vhod v stanovanjski hišip p - v neposredni bližini škofijske klasične gimanzije (peš 2 min) in gimnazije šentvid (peš 10 min)p p - najem postelje na podlagi pogodbep p - najem postelje zajema vse obratovalne stroške (elektrika, voda, smeti, ogrevanje, internet...) in 2x mesečno čiščenje skupnih prostorovp p - varščina v višini enomesečne najemninep div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:041467-800 onclick= trackoutboundlink('0.zasebna ponudba 041467-800', 'oglas-click-tel'); 041467-800a for english speakers, a href= tel:041712-001 onclick= trackoutboundlink('0.zasebna ponudba 041712-001', 'oglas-click-tel'); 041712-001a p div"

nepremicnine,2020-09-06T14:23:26.077537,"ŠENTVID, BOGNARJEVA POT 22",220.0,20.0,1987,1,https://www.nepremicnine.net/oglasi-oddaja/sentvid-bognarjeva-pot-22-stanovanje_6345770/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca šentvid, bognarjeva pot 22strong , 20 m2, soba, zgrajena l. 1987, adaptirana l. 2019, 1. nad., oddamo 3 ločene sobe, souporaba kuhinje ter kopalnice. mirna okolica, prenovljeno, oddamo. cena: 220,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        
        energ. razred:
        div class= icon16 ei ei-9998 div  ei v izdelavi
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6345770 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p oddamo 3 ločene sobe, souporaba kuhinje ter kopalnice. mirna okolica, prenovljeno.p p večinoma opremljeno, slikano še pred dokončanjem prenove.p p stroški vključeni.p p za ogled pokličite:p p 069 936 118p p rokp div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:031245-137 onclick= trackoutboundlink('0.zasebna ponudba 031245-137', 'oglas-click-tel'); 031245-137a p div"

nepremicnine,2020-09-06T14:23:26.077537,ŠENTVID,450.0,30.5,1990,3,https://www.nepremicnine.net/oglasi-oddaja/sentvid-stanovanje_6308868/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca šentvidstrong , 30,5 m2, 1-sobno, zgrajeno l. 1990, 3. nad., oddamo. cena: 450,00 eurmesdiv 
	    
        
        energ. razred:
        div class= icon16 ei ei-6 ddiv  (60 - 105 kwhm2a)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6308868 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    br div class= lbl style= width:auto; šifra oglasa:div div class= dsc strong os19726rlstrong div br div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription oddamo svetlo stanovanje z odprtimi razgledi in jugo-zahodno lego. locirano je v urejenem bloku brez dvigala in v bližini celotne infrastrukture (šola, pošta, banka, trgovina, lekarna). brezplačno parkiranje je urejeno pred blokom, stanovanju pripada tudi kletna shramba ter souporaba kolesarnice. funkcionalna razporeditev prostorov obsega predprostor z garderobo, kopalnico ter dnevno spalni prostor s kuhinjo. povprečni obratovalni stroški so nizki in znašajo cca. 100€mesec. pričakuje se najemnik, ki ne kadi, pogodba pa se sklepa v notarskem zapisu. na voljo po dogovoru, vabljeni k ogledu!pogoj najemodajalca za sklenitev posla: najemnik prevzame v plačilo del stroška sestave najemne pogodbe, kar vključuje naslednja dejanja posrednika: izvedbo primopredaje nepremičnine in sestavo zapisnika, sodelovanje pri prepisu naročnin, pripravo in hrambo slikovnega gradiva, skladno s cenikom, navedenim v splošnih pogojih poslovanja nepremičninske družbe, t.j. najemnik pri oglaševani najemnini in dobi najema za 25 mesecev, plača cca. 450 eur plus 22 % ddv.div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    stoja trade, d.o.o., ljubljana br dolenjska cesta 242cbr 1000 ljubljanabr tel.: a href= tel:040676-674 onclick= trackoutboundlink('stoja trade, d.o.o., ljubljana 040676-674', 'oglas-click-tel'); 040676-674a rok lujanac, a href= tel:01280-08-60 onclick= trackoutboundlink('stoja trade, d.o.o., ljubljana 01280-08-60', 'oglas-click-tel'); 01280-08-60a p div"

nepremicnine,2020-09-06T14:23:26.077537,ŠENTVID,200.0,12.0,2020,1,https://www.nepremicnine.net/oglasi-oddaja/sentvid-stanovanje_6327035/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca šentvidstrong , 12 m2, soba, adaptirana l. 2020, adaptirana l. 2020, 100 m2 zemljišča, 12 nad., oddamo. cena: cca 200,00 eurmesdiv 
	    
        
        energ. razred:
        div class= icon16 ei ei-9998 div  ei v izdelavi
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6327035 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p oddam 1 sobo,popolnoma vse adaptirano, vse novo, parkirišče, še nevseljivo.p p ob poletnih časih na voljo tudi zunanja garnitura in žar.p p opisbr oddajam sobo,ki se nahajajo v samostojni hiši, ki je popolnoma prenovljena. hiša se nahaja v bližini šmarne gore,mirna okolica.sobe se oddajajo s souporabo z ostalimi najemniki, kuhinje, kopalnice in sušilnice,letnega vrta,parkirišče..p p hiša obsega: -1x kuhinja z veliko jedilnico (pečica, steklo-keramična plošča, mikrovalovna pečica) -2x kopalnica,2xtuš, 3xwc školjka,2xbide) -1x sušilnica (pralni stroj,sušilni stroj)p p vsaka soba zajema - vsa oprema je nova: -postelja z vzmetnico -omara -pisalna miza -mini hladilnik  -komarnik na oknu,možnost televizije..p p prostori v hiši imajo veliko dnevne svetlobe, so v popolnosti prenovljeni (tla, okna, bela tehnika, pohištvo, oprema). v kuhinji z jedilnico je prostor za druženje. v hiši je internet.p p sobe se oddajajo za daljše obdobje, možnost tudi začasne prijave.hišne živali niso dovoljene.nočitve tretjih oseb ni,kajenje v sobah ni dovoljeno.stroški v poletnih časih 40e,v času ogrevanja 20e dodatno.p p v bližini 150metrov se nahaja,lpp,trgovina,800 metrov banka,pošta,šmarna gora.ob selitvi se plača tudi varščina.p p iščemo mirne in redoljubne najemnike. primerno za vse, ki imajo radi zasebnost, mir, red in čistočo.p p za dodatne informacije pokličite na 031 504 967.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:031504-967 onclick= trackoutboundlink('0.zasebna ponudba 031504-967', 'oglas-click-tel'); 031504-967a adip div"

nepremicnine,2020-09-06T14:23:26.077537,"STOŽICE, GLINŠKOVA PLOŠČAD",300.0,20.0,1979,8,https://www.nepremicnine.net/oglasi-oddaja/stozice-glinskova-ploscad-stanovanje_6332028/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca stožice, glinškova ploščadstrong , 20 m2, soba, zgrajena l. 1979, adaptirana l. 2015, 89 nad., oddamo. cena: 300,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        div v bližini se nahajajo: br  -- fakulteta za družbene vede br -- fakulteta za socialno delo br -- fakulteta za upravo br br div 
        
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6332028 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p oddam veliko prostorno sobo za par ali eno osebo. soba je ogromna prostorna svetla s prelepim razgledom. v njej so velika omara, knjižna omara, pisalna miza, dva pisalna stola ter velika zakonska postelja.br varščina sta dve najemnini. br v stanovanju je še ena ista soba, ki je zasedena. stroški se razdelijo med ti dve osebi kot tudi uporababr kuhinje z jedilnico in kopalnice. stroški so 80 - 100 eur v primeru da je v sobi 1 oseba, v primeru da sta dve osebi v sobi se razdelio na tri. p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:069935-838 onclick= trackoutboundlink('0.zasebna ponudba 069935-838', 'oglas-click-tel'); 069935-838a p div"

nepremicnine,2020-09-06T14:23:26.077537,STOŽICE,260.0,12.0,1967,,https://www.nepremicnine.net/oglasi-oddaja/stozice-stanovanje_6360147/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca stožicestrong , 12 m2, soba, zgrajena l. 1967, adaptirana l. 2018, ljubljana bežigrad, stožice, oddam adaptirano, opremljeno sobo 12 m2 za 1 osebo, souporaba kopalnice in kuhinje, cena s stroški 260 eur +varščina, oddamo. cena: 260,00 eurmesdiv 
	    
        
        energ. razred:
        div class= icon16 ei ei-8 fdiv  (150 - 210 kwhm2a)
        !---- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p ljubljana bežigrad, stožice, oddam adaptirano, opremljeno sobo 12m2 za 1 osebo, souporaba kopalnice in kuhinje, cena s stroški 260 eur + varščinap div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:041920-446 onclick= trackoutboundlink('0.zasebna ponudba 041920-446', 'oglas-click-tel'); 041920-446a p div"

nepremicnine,2020-09-06T14:23:26.077537,"SP. ŠIŠKA, PRI STARI CERKVI",300.0,12.0,1930,M,https://www.nepremicnine.net/oglasi-oddaja/sp-siska-pri-stari-cerkvi-stanovanje_6326527/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca sp. šiška, pri stari cerkvistrong , 12 m2, soba, zgrajena l. 1930, adaptirana l. 2011, 12 m2 zemljišča, m2 nad., nekadilcem oddamo enoposteljno sobo v 5-sobnem klimatiziranem študentskem stanovanju, s kolesarnico, brez lastnikov, oddamo. cena: 300,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        
        energ. razred:
        div class= icon16 ei ei-5 cdiv  (35 - 60 kwhm2a)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6326527 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p enoposteljne soba velikosti cca 12 m2, v popolnoma obnovljenem stanovanju, ki obsega 5 enoposteljnih sob in skupne prostore, oddamo nekadilcem. ostali najemniki so mirni študentje višjih letnikov, brez lastnikov. stanovanje se nahaja v prvem nadstropju enonadstropne hiše v mirni ulici. obsega pet enoposteljnih sob, kuhinjo z jedilnim kotom, kopalnico z wc, hodnik, stopnišče, pripada mu še kolesarnica na zaklenjenem dvorišču. stanovanje je svetlo, s pogledom na zelenje, popolnoma obnovljeno, toplotno izolirano (okna, fasada, strop), ck in inverterska klima primerna za hlajenje in gretje, opremljeno. optični internet (t2), wireless. v neposredni bližini se nahaja lpp št. 1,3,5,7,8,18,22, izposojevalnica bicikelj, kebap, pekarna, pošta, trgovina, 10 minut peš do centra. mesečna najemnina enoposteljne sobe znaša 300 eur s stroški fiksno. pogoj za sklenitev pogodbe je dvomesečna varščina. p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:041370-085 onclick= trackoutboundlink('0.zasebna ponudba 041370-085', 'oglas-click-tel'); 041370-085a p div"

nepremicnine,2020-09-06T14:23:26.077537,"SP. ŠIŠKA, LJUBELJSKA CESTA",250.0,33.0,1964,3,https://www.nepremicnine.net/oglasi-oddaja/sp-siska-ljubeljska-cesta-stanovanje_6358343/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca sp. šiška, ljubeljska cestastrong , 33 m2, soba, zgrajena l. 1964, adaptirana l. 2020, 3. nad., oddamo enoposteljno osobo, v 2 sobnem stanovanju (oddaja), oddamo. cena: 250,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        div v bližini se nahajajo: br  -- ekonomska fakulteta br -- fakulteta za upravo br br div 
        energ. razred:
        div class= icon16 ei ei-7 ediv  (105 - 150 kwhm2a)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6358343 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p vstrong novo adaptiranemstrong 2 sobnem stanovanju, ki se nahaja v vrejenem bloku na mirni lokacij v zg.šiški, oddamo enoposteljno sobo (7.5m2) za študentko. odlična lpp povezava (dve minuti do postajališća), bližina centra in mnogih fakultet, trgovina merkator, pošta, nakupovalno središće aleja v neposredni bližini. v stanovanju je ena študentka. kuhinja in kopalnica souporabljata se z njo. sobe so opremljene z pisalnimi mizami, omarami in posteljo. stanovanje je popolnoma opremljeno, kuhinja tudi. v stanovanju je pralni stroj s sušilom. na voljo je tudi parking. cena najema je 250€osebo. stroški vkljuceni. vseljivo z 15.9.2020. br br p p ogrevanje: centralnop p ostalo; ločen vhod, postelja, delovna miza, uporaba kuhinje, uporaba kopalnice, uporaba wc-ja, izključno nekadilci.p p živalni niso dovoljene.p p prosim poklicati na viber.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:+387%20603556526 onclick= trackoutboundlink('0.zasebna ponudba +387 603556526', 'oglas-click-tel'); +387 603556526a klicat na viber prosim p div"

nepremicnine,2020-09-06T14:23:26.077537,"SP. ŠIŠKA, CELOVŠKA CESTA 34, LJ.",200.0,12.0,2000,1,https://www.nepremicnine.net/oglasi-oddaja/sp-siska-celovska-cesta-34-lj-stanovanje_6358058/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca sp. šiška, celovška cesta 34, lj.strong , 12 m2, soba, zgrajena l. 2000, 1. nad., nasproti tivolija (pri optiki rugelj) oddam dvoposteljno sobo. stanovanje je trisobno. v njem prebivajo študenti. iščem dva študentake, oddamo. cena: 200,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        
        energ. razred:
        div class= icon16 ei ei-9998 div  ei v izdelavi
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6358058 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p soba ima klima napravo. v kopalnici je nov pralno-sušilni stroj.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:041712-535 onclick= trackoutboundlink('0.zasebna ponudba 041712-535', 'oglas-click-tel'); 041712-535a p div"

nepremicnine,2020-09-06T14:23:26.077537,SP. ŠIŠKA,400.0,34.0,1936,PK,https://www.nepremicnine.net/oglasi-oddaja/sp-siska-stanovanje_6360094/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca sp. šiškastrong , 34 m2, 1-sobno, zgrajeno l. 1936, adaptirano l. 2000, polklet, primerno za 1 ali 2 osebi. opremljeno v večstanovanjski hiši, mirna lokacija. oddaja se do junija. stroški 60-80 eurmes, oddamo. cena: 400,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        
        energ. razred:
        div class= icon16 ei ei-7 ediv  (105 - 150 kwhm2a)
        !---- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p zaželeni nekadilci.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:031370-740 onclick= trackoutboundlink('0.zasebna ponudba 031370-740', 'oglas-click-tel'); 031370-740a p div"

nepremicnine,2020-09-06T14:23:26.077537,SP. ŠIŠKA,400.0,30.0,2003,1,https://www.nepremicnine.net/oglasi-oddaja/sp-siska-stanovanje_6349908/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca sp. šiškastrong , 30 m2, 1-sobno, zgrajeno l. 2003, 12 nad., 1ss stanovanje s parkiriscem v sp.siski do 30.11.2020, oddamo. cena: 400,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        
        energ. razred:
        div class= icon16 ei ei-9998 div  ei v izdelavi
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6349908 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p enosobno stanovanje z lastnim parkiriscem v spodnji šiški, na voljo do 30.11.2020:p p razporeditev:p p - predsobap p - wcp p - bivalna kuhinjap p - spalnicap p stanovanje v večstanovanjski hiši, parkiranje na dvorišču, dvorišča se drži tudi manjša zelenica za poletno posedanje ali sušenje perila.p p ogledi po dogovoru.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:041754-584 onclick= trackoutboundlink('0.zasebna ponudba 041754-584', 'oglas-click-tel'); 041754-584a p div"

nepremicnine,2020-09-06T14:23:26.077537,"ZUPANČIČEVA JAMA, ZUPANČICEVA",250.0,18.0,2017,2,https://www.nepremicnine.net/oglasi-oddaja/zupanciceva-jama-zupanciceva-stanovanje_6358635/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca zupančičeva jama, zupančicevastrong , 18 m2, soba, adaptirana l. 2017, 2. nad., odda se 2 postleljna soba, na novakovi ulici 1, stanovanje pred kratkim renovirano. cena 250e na osebo stroški so vključeni v ceno, oddamo. cena: 250,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        div v bližini se nahajajo: br  -- ekonomska fakulteta br -- fakulteta za družbene vede br -- pedagoška fakulteta br br div 
        energ. razred:
        div class= icon16 ei ei-9999 div  ei ni potrebna (334.člen ez-1)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6358635 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p odda se 2 postleljna soba v dvo sobnem stanovanju, na novakovi ulici 1, stanovanje pred kratkim renovirano. cena 250e na osebo stroški so vključeni v ceno. souporaba kuhinje in kopalnice. stanovanje se nahaja na mirni lokaciji. bližnina lpp postaje. p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:041828-859 onclick= trackoutboundlink('0.zasebna ponudba 041828-859', 'oglas-click-tel'); 041828-859a p div"

nepremicnine,2020-09-06T14:23:26.077537,"ZUPANČIČEVA JAMA, AVTOBUSNA IN ŽELEZNIŠKA POSTAJA",320.0,12.0,1993,5,https://www.nepremicnine.net/oglasi-oddaja/zupanciceva-jama-avtobusna-in-zelezniska-postaja-stanovanje_6337417/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca zupančičeva jama, avtobusna in železniška postajastrong , 12 m2, soba, dupleks, zgrajena l. 1993, adaptirana l. 2018, 55 nad., prenovljeno in kompletno opremljeno stanovanje s tremi sobami, souporabo kuhinje, dveh toaletnih prostorov, zastekljenega balkona, kolesarnica,dvigalo, oddamo. cena: 320,00 eurmesdiv 
	    
        
        energ. razred:
        div class= icon16 ei ei-4 b2div  (25 - 35 kwhm2a)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6337417 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p stanovanje meri cca. 80 m2 in sestoji iz dveh etaž (5. in 6. nadstropje, duplex). nahaja se v večstanovanjskem objektu v zupančičevi jami in sicer na štihovi ulici. strong lokacija je izjemno zaželena, saj je v neposredni bližini železniška in avtobusna postaja, dve postaji bicikelj, center je 10 min peš, objekt ima dvigalo, v pritličju je kolesarnica.strong p p opis stanovanja:p p v spodnji etaži je hodnik z dnevnim wcjem in pralnim strojem, po stopnicah v zgornje nadstropje pridete do treh ločenih sob ter skupnega prostora, v katerem je kuhinja, jedilnica ter pokrita zastekljena terasa. v zgornji etaži je še velika kopalnica s tušem in wcjem.p p strong stanovanje je bilo leta 2018  kompletno prenovljeno, vključno z inštalacijami, kopalnico, pohištvom, novo kuhinjo in novimi gospodinjskimi aparati.  je popolnoma opremljeno.strong p p sanitarije, hodniki, kuhinja in terasa so v souporabi, sobo lahko izbirate v dveh velikostih, cca. 9 m2 in 12 m2, odvisno od razpoložljivosti, na voljo bodo tri sobe.p p cena po sobah: manjša soba 280 eur + 70 eur mesečnih stroškov v fiksnem znesku (skupaj s stroški, ki vsebujejo vse, tudi internet: 350 eur), dve večji sobi: 320 eur + 70 eur mesečnih stroškov v fiksnem znesku (skupaj s stroški, ki vsebujejo vse: 390 eur). cene že vsebujejo ddv.p p vseljivo po dogovoru. primerno za 3 osebe (v vsaki sobi po 1 oseba). v isti etaži je tudi skupna sušilnica od vseh etažnih lastnikov, ki jo koristite za sušenje perila. v pritličju je kolesarnica. objekt ima dvigalo.p p strong pogoji najema: plačilo 2 najemnin vnaprej, varščina v višini 500 eur, stroški priprave najemne pogodbestrong ter davčne prijave, oboje izvede univ. dipl. pravnik, ki zaračuna najemniku cca. 100 eur+ddv  na osebo v enkratnem znesku.  živali niso dovoljenje, ne glede na vrsto ali velikost. kajenje ni dovoljeno, niti na zastekljeni terasi. primerno za nekadilce.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:041360-670 onclick= trackoutboundlink('0.zasebna ponudba 041360-670', 'oglas-click-tel'); 041360-670a p div"

nepremicnine,2020-09-06T14:23:26.077537,"ZUPANČIČEVA JAMA, 10 MINUT PEŠ DO CENTRA MESTA",250.0,9.0,1996,1,https://www.nepremicnine.net/oglasi-oddaja/zupanciceva-jama-10-minut-pes-do-centra-mesta-stanovanje_6357903/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca zupančičeva jama, 10 minut peš do centra mestastrong , 9 m2, soba, zgrajena l. 1996, adaptirana l. 2018, 15 nad., na odlični lokaciji oddamo stanovanje 80 m2 z veliko teraso, oddamo le 3 študentom,ki se med seboj poznajo,dve kopalnici,dvigalo,dve kolesarnici, oddamo. cena: 250,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        div v bližini se nahajajo: br  -- ekonomska fakulteta br -- fakulteta za socialno delo br -- pravna fakulteta br br div 
        energ. razred:
        div class= icon16 ei ei-4 b2div  (25 - 35 kwhm2a)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6357903 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
