built,floor,location,parsed,price,renewed,size,text,url
1963,1,LJ. ŠIŠKA,19.02.2019 ,135000.0,,43.0,"div id= opis  
                div class= kratek  itemprop= description  strong class= rdeca  lj. šiškastrong , 43 m2, 2-sobno, zgrajeno l. 1963, 14 nad., prodamo. cena: 135.000,00 eurdiv 
	        
                
                
                !--br  a rel= nofollow  href= extform-kontakt.php?form=nepremicnine&id=6232250  class= potrdi gumb cbox iframe send_ask  pošlji povpraševanjebr   ali ponudi menjavo svoje nepremičninea -- 
        br div class= lbl  style= width:auto;  šifra oglasa:div  div class= dsc  strong ps1574245936817strong div br div id= obcina_stats_append  div 
                    div class= web-opis  
                        h3 dodaten opish3 div itemprop= disambiguatingdescription  p strong dvosobno stanovanje, 43 m2 , lj. šiškastrong br 
na odlični lokaciji na trgu prekomorskih brigad prodamo svetlo in opremljeno dvosobno stanovanje, zgrajeno l. 1963, ki se nahaja v 1. nadstropju urejenega objekta, na katerem je bila menjana streha l. 2008, fasada pa je bila narejena l. 2010.p 

p strong površinastrong br 
stanovanje obsega skupno 51 m2  površine, od tega je 43 m2 bivalne površine, 6 m2 kleti in 2, 2 m2 balkona.p 

p strong razporeditev in legastrong br 
stanovanje ima zelo funkcionalno izkoriščen tloris. sestavljeno je iz hodnika, kuhinje z jedilnico, dnevne sobe z izhodom na balkon, spalnice ter kopalnice.p 

p strong oprema in prenovastrong br 
stanovanje se prodaja opremljeno. l.1999 sta bili prenovljeni kuhinja in kopalnica, 2001 pa so bila menjana okna in balkonska vrata.p 

p strong parkirno mesto  garažastrong br 
parkiranje je urejeno v okolici objekta.p 

p strong priključkistrong br 
internet – optika.br 
ogrevanje – toplarna.p 

p strong lokacija in infrastrukturastrong br 
objekt se nahaja v mirni in urejeni soseski, hiter dostop do centra kot tudi do vse za udobno bivanje potrebne infrastrukture.p 

p strong prodajni pogoj:strong  kupec plača provizijo v višini 2% + ddv od pogodbeno dogovorjene vrednosti stanovanja.p div br  nepremicnine.net(c). div 
                div class= kontakt-opis  h3 kontaktni podatkih3 p 
        mreža nepremičnin d.o.o. br cesta 24. junija 23br 1231 ljubljana-črnučebr tel.: a href= tel:031749-371  onclick= trackoutboundlink('mreža nepremičnin d.o.o. 031749-371', 'oglas-click-tel');  031749-371a  vesna španp div ",https://www.nepremicnine.net/oglasi-prodaja/lj-siska-stanovanje_6232250/
1930,,LJ. BEŽIGRAD,19.02.2019 ,119000.0,,50.0,"div id= opis  
                div class= kratek  itemprop= description  strong class= rdeca  lj. bežigradstrong , 50 m2, 2-sobno, zgrajeno l. 1930, prodamo. cena: 119.000,00 eurdiv 
	        
                
                
                !--br  a rel= nofollow  href= extform-kontakt.php?form=nepremicnine&id=6218198  class= potrdi gumb cbox iframe send_ask  pošlji povpraševanjebr   ali ponudi menjavo svoje nepremičninea -- 
        br div class= lbl  style= width:auto;  šifra oglasa:div  div class= dsc  strong ps02501skstrong div br div id= obcina_stats_append  div 
                    div class= web-opis  
                        h3 dodaten opish3 div itemprop= disambiguatingdescription  p za bežigradom, na frekventni lokaciji prodamo 50m2 stanovanjske površine, v stari meščanski vili, potrebne prenove. stanovanje je potrebno popolne prenove in adaptacije, enako tudi cela etaža v kateri se stanovanje nahaja. v hiši sta dve stanovanji, eno je že prenovljeno in vseljeno, ravno tako je v interesu že obstoječega lastnika, da se hiša uredi.  v bližini je vsa potrebna infrastruktura, lpp, trgovina, plečnikov stadion, šola, vrtec itd... super priložnost za investitorje!p 

p pogoj nakupa: stroški provizije za opravljeno storitev posredovanja se razdelijo na način, da kupec plača provizijo v višini 2% +ddv.p div br  nepremicnine.net(c). div 
                div class= kontakt-opis  h3 kontaktni podatkih3 p 
        ljubljana nepremičnine d.o.o. br cesta na brdo 69br 1000 ljubljanabr tel.: a href= tel:01244-50-00  onclick= trackoutboundlink('ljubljana nepremičnine d.o.o. 01244-50-00', 'oglas-click-tel');  01244-50-00a , a href= tel:030313-004  onclick= trackoutboundlink('ljubljana nepremičnine d.o.o. 030313-004', 'oglas-click-tel');  030313-004a  sabina kuljajp div ",https://www.nepremicnine.net/oglasi-prodaja/lj-bezigrad-stanovanje_6218198/
2007,PK,LJ. BEŽIGRAD,19.02.2019 ,129000.0,,48.5,"div id= opis  
                div class= kratek  itemprop= description  strong class= rdeca  lj. bežigradstrong , 48,5 m2, 2-sobno, adaptirano l. 2007, pk3 nad., stanovanju pripada manjši atrij pred stanovanjem, delno opremljeno, dodatno parkirno mesto pred garažo, prodamo. cena: 129.000,00 eurdiv 
	        
                
                energ. razred:
                div class= icon16 ei ei-5  cdiv  (35 - 60 kwhm2a)
                !--br  a rel= nofollow  href= extform-kontakt.php?form=nepremicnine&id=6162114  class= potrdi gumb cbox iframe send_ask  pošlji povpraševanjebr   ali ponudi menjavo svoje nepremičninea -- 
        div id= obcina_stats_append  div 
                    div class= web-opis  
                        h3 dodaten opish3 div itemprop= disambiguatingdescription  
p pogoj prodajalca pri prodaji je, da se plačilo za posredovanje razdeli tako, da kupec prevzame 2% (+ddv) plačila za posredovanje od prodajne cene nepremičnine.p 
div br  nepremicnine.net(c). div 
                div class= kontakt-opis  h3 kontaktni podatkih3 p 
        visa d.o.o., ljubljana br cesta v zgornji log 32br 1000 ljubljanabr tel.: a href= tel:040900-101  onclick= trackoutboundlink('visa d.o.o., ljubljana 040900-101', 'oglas-click-tel');  040900-101a p div ",https://www.nepremicnine.net/oglasi-prodaja/lj-bezigrad-stanovanje_6162114/
1984,P,LJ. BEŽIGRAD,19.02.2019 ,119900.0,,47.4,"div id= opis  
                div class= kratek  itemprop= description  strong class= rdeca  lj. bežigradstrong , 47,4 m2, 1-sobno, zgrajeno l. 1984, pritličje, prodamo. cena: 119.900,00 eurdiv 
	        
                
                
                !--br  a rel= nofollow  href= extform-kontakt.php?form=nepremicnine&id=6239100  class= potrdi gumb cbox iframe send_ask  pošlji povpraševanjebr   ali ponudi menjavo svoje nepremičninea -- 
        br div class= lbl  style= width:auto;  šifra oglasa:div  div class= dsc  strong ps06716nmrstrong div br div id= obcina_stats_append  div 
                    div class= web-opis  
                        h3 dodaten opish3 div itemprop= disambiguatingdescription  vzdrževano stanovanje v neposredni bližini mercatorjeve poslovne stavbe. stanovanje obsega (35,3m2) predprostor, kuhinjo, izhod na zasteljen atrij, osrednji prostor in kopalnico. stanovanju pripada shramba. skupno parkirišče. lega stanovanje je vzhodna. cena je boljo kot ne fiksna.  prodajalec pogojuje sklenitev prodaje z delitvijo plačila provizije posredovanja pri prodaji v višini 4 % plus ddv na način, da kupec plača 1 (polovico) omenjene obveznosti t.j. 2% od končne dogovorjene prodajne cene plus 22 % ddv.div br  nepremicnine.net(c). div 
                div class= kontakt-opis  h3 kontaktni podatkih3 p 
        stoja trade, d.o.o., ljubljana br dolenjska cesta 242cbr 1000 ljubljanabr tel.: a href= tel:030641-681  onclick= trackoutboundlink('stoja trade, d.o.o., ljubljana 030641-681', 'oglas-click-tel');  030641-681a  nataša mulej, a href= tel:01280-08-60  onclick= trackoutboundlink('stoja trade, d.o.o., ljubljana 01280-08-60', 'oglas-click-tel');  01280-08-60a p div ",https://www.nepremicnine.net/oglasi-prodaja/lj-bezigrad-stanovanje_6239100/
1984,P,LJ. BEŽIGRAD,19.02.2019 ,130000.0,,47.35,"div id= opis  
                div class= kratek  itemprop= description  strong class= rdeca  lj. bežigradstrong , 47,35 m2, 1-sobno, zgrajeno l. 1984, adaptirano l. 2012, p5 nad., iščete stanovanje za prijetno bivanje ali dolgoročno investicijo? potem ste našli pravi oglas za nakup vaše nepremičnine. lokacija, kjer se nahaja nepremičnina, omogoča poleg udobnega bivanja, tudi možnost hitre oddaje, saj smo imeli v preteklosti kar nekaj povpraševanj za najem v tem okolišu. na dosegu roke imate praktično vse - trgovine, restavracijo, pošto, banko, vrtec, šole, lpp, številne fakultete, prodamo. cena: 130.000,00 eurdiv 
	        
                
                energ. razred:
                div class= icon16 ei ei-9998  div  ei v izdelavi
                !--br  a rel= nofollow  href= extform-kontakt.php?form=nepremicnine&id=6236951  class= potrdi gumb cbox iframe send_ask  pošlji povpraševanjebr   ali ponudi menjavo svoje nepremičninea -- 
        div id= obcina_stats_append  div 
                    div class= web-opis  
                        h3 dodaten opish3 div itemprop= disambiguatingdescription  p zanimivo razporeditev prostorov predstavljajo: predsoba, kopalnica, bivalna kuhinja z jedilnim prostorom in dnevno-spalna soba z izhodom na zastekljen atrij. v isti etaži mu pripada tudi shramba, kamor lahko shranite stvari, ki jih preprosto ne potrebujete vsakodnevno na dosegu roke.p 
p strong pokličite nas, da izveste še kaj več o opisani nepremičnini. pričakujemo vaš klic.strong p 
p prodajalčev pogoj nakupa: strošek za opravljeno storitev posredovanja se razdeli na način, da kupec plača provizijo v višini 2 % prodajne vrednosti.p div br  nepremicnine.net(c). div 
                div class= kontakt-opis  h3 kontaktni podatkih3 p 
        avenija nepremičnin d.o.o. br topniška ulica 4abr 1000 ljubljanabr tel.: a href= tel:041988-188  onclick= trackoutboundlink('avenija nepremičnin d.o.o. 041988-188', 'oglas-click-tel');  041988-188a  dalibor koščakp div ",https://www.nepremicnine.net/oglasi-prodaja/lj-bezigrad-stanovanje_6236951/
1984,P,LJ. BEŽIGRAD,19.02.2019 ,119900.0,,47.3,"div id= opis  
                div class= kratek  itemprop= description  strong class= rdeca  lj. bežigradstrong , 47,3 m2, 1-sobno, zgrajeno l. 1984, adaptirano l. 2012, p5 nad., atrijsko v suterenu na odlični lokaciji, prodamo. cena: cca 119.900,00 eurdiv 
	        
                
                energ. razred:
                div class= icon16 ei ei-9998  div  ei v izdelavi
                !--br  a rel= nofollow  href= extform-kontakt.php?form=nepremicnine&id=6221510  class= potrdi gumb cbox iframe send_ask  pošlji povpraševanjebr   ali ponudi menjavo svoje nepremičninea -- 
        div id= obcina_stats_append  div 
                    div class= web-opis  
                        h3 dodaten opish3 div itemprop= disambiguatingdescription  p prodamo enoinpolsobno stanovanje na herbersteinovi za bežigradom na odlični lokaciji.stanovanje je atrijsko s katerega je mogoče tudi vstopati in se nahaja v suterenu oziroma pritličju.p 
p stanovanje sestoji iz predsobe, kuhinje z jedilnico,kopalnice in večje sobe z izhodom na zastekljeni atrij.shramba se nahaja nasproti stanovanja v pritličju.skupna površina je 47,3m2 od tega bivanjske površine 38m2.v bližini je vsa infrastruktura: trgovina,banka,šola,vrtec,avtobusna postaja,lokali,zdravstveni dom ter bližina sprehajalnih poti.p 
p zk je urejena in bremen prosta.p 
p vabljeni na ogled.p 
p poiščite najugodnejši kredit na strong www.najkrediti.si strong investicijski kredit, stanovanjski kredit, kredit za gradnjo, refinanciranje.p div br  nepremicnine.net(c). div 
                div class= kontakt-opis  h3 kontaktni podatkih3 p 
        regroup d.o.o. br celovška cesta 228br 1000 ljubljanabr tel.: a href= tel:041710-344  onclick= trackoutboundlink('regroup d.o.o. 041710-344', 'oglas-click-tel');  041710-344a  romanp div ",https://www.nepremicnine.net/oglasi-prodaja/lj-bezigrad-stanovanje_6221510/
1978,1,"LJ. BEŽIGRAD, BS 3",19.02.2019 ,135000.0,,53.9,"div id= opis  
                div class= kratek  itemprop= description  strong class= rdeca  lj. bežigrad, bs 3strong , 53,9 m2, 2-sobno, zgrajeno l. 1978, 14 nad., odličen razpored, dobra lokacija, prodamo. cena: 135.000,00 eurdiv 
	        
                
                energ. razred:
                div class= icon16 ei ei-6  ddiv  (60 - 105 kwhm2a)
                !--br  a rel= nofollow  href= extform-kontakt.php?form=nepremicnine&id=6241150  class= potrdi gumb cbox iframe send_ask  pošlji povpraševanjebr   ali ponudi menjavo svoje nepremičninea -- 
        div id= obcina_stats_append  div 
                    div class= web-opis  
                        h3 dodaten opish3 div itemprop= disambiguatingdescription  p v ljubljani za bežigradom, v naselju bs 3 prodamo prijetno dvosobno stanovanje z odličnim razporedom. nahaja se v 4 nadstropnem bloku, stanovanje ima balkon, shrambo, streha in fasada na stavbi sta obnovljeni l.2006.p 
p stanovanje obsega: kuhinjo, jedilnico, večjo dnevno sobo, spalnico, balkon, kopalnico in hodnik.p 
p stanovanje je vzdrževano, ima vse priključke.p 
p zaradi bližine fakultet je stanovanje zelo primerno za investicijo, se lahko dobro oddaja! p 
p parkiranje je urejeno za zapornico.p 
p v neposredni bližini so: fakultete, šola, vrtec, trgovina, banka, pošta, lpp postaja, ac priključek, športni park stožice,... p 
p zk urejeno, prosto bremen, možen hiter prevzem stanovanja.p 
p pokličite za več informacij in vabljeni na ogled. p 
p pogoj prodajalca za nakup nepremičnine je, da kupec prevzame del plačila za posredovanje v višini 2% + ddv, od pogodbene vrednosti.p div br  nepremicnine.net(c). div 
                div class= kontakt-opis  h3 kontaktni podatkih3 p 
        viping d.o.o. br zgornje gameljne 35br 1211 ljubljana - šmartnobr tel.: a href= tel:070169-622  onclick= trackoutboundlink('viping d.o.o. 070169-622', 'oglas-click-tel');  070169-622a p div ",https://www.nepremicnine.net/oglasi-prodaja/lj-bezigrad-bs-3-stanovanje_6241150/
1978,4,"LJ. BEŽIGRAD, BRINJE - GLAVARJEVA ULICA",19.02.2019 ,125000.0,,41.3,"div id= opis  
                div class= kratek  itemprop= description  strong class= rdeca  lj. bežigrad, brinje - glavarjeva ulicastrong , 41,3 m2, 1-sobno, zgrajeno l. 1978, adaptirano l. 2015, 412 nad., svetlo enosobno stanovanje z vzhodnim soncem, pogled na parki (mir), stanovanje ima velik in uporaben balkon, prodamo. cena: 125.000,00 eurdiv 
	        
                
                energ. razred:
                div class= icon16 ei ei-5  cdiv  (35 - 60 kwhm2a)
                !--br  a rel= nofollow  href= extform-kontakt.php?form=nepremicnine&id=6241937  class= potrdi gumb cbox iframe send_ask  pošlji povpraševanjebr   ali ponudi menjavo svoje nepremičninea -- 
        br div class= lbl  style= width:auto;  šifra oglasa:div  div class= dsc  strong ps00791akstrong div br div id= obcina_stats_append  div 
                    div class= web-opis  
                        h3 dodaten opish3 div itemprop= disambiguatingdescription  p strong enosobno stanovanje, 41,3 m2, v 4. nadstropju, lj – bežigrad, glavarjeva ulicastrong br 
v objektu zgrajenem l. 1978, za bežigrad na glavarjevi ulici prodamo enosobno stanovanje z balkonom. stanovanje se nahaja v 4. nadstropju od dvanajstih, v objektu sta dve dvigali. stanovanje je zelo funkcionalno in ima odličen tloris. lokacija omogoča hiter dostop do obvoznice. v bližini je vsa potrebna infrastruktura za udobno bivanje. p 

p strong površina, razporeditev in legastrong p 

ul li stanovanje skupne površine 41,3 m2 obsega 34,7 m2 neto bivalne površine, 5,2 m2 balkona in 1,4 m2 kleti. li 
	li stanovanje obsega: predsobo, kopalnico, dnevno spalni prostor z izhdom na balkon in ločeno kuhinjo z jedilnim kotom.   li 
	li stanovanje je obrnjeno na v.li 
ul p strong prenove in opremljenost strong br 
stanovanje je bilo delno obnovljeno  l. 2015, takrtat so bila zamenjana okna in radiatorji. stanovanje se prodaja opremljeno.p 

p strong dodatne karakteristikestrong p 

ul li dvigalo: dali 
	li balkon: dali 
	li parkiranje: pred objektom oz z dovolilnico v okolici objektali 
	li internet: optikali 
	li ogrevanje: toplarnali 
ul p strong opis lokacije in razpoložljiva infrastrukturastrong br 
v okolici se nahaja vsa potrebna infrastruktura (šola, vrtec, banka, trgovine, parki in igrišča za otroke itd).dostop do ac je zelo hiter (3min vožnje).p 

p strong stroškistrong p 

p zimski stroški upravnika vključujoč ogrevanje znašajo cca 100eur (poletni 80eur). p 



p strong ostalostrong br 
vpisano v zk. prodajalčev ponudbeni pogoj: kupec prevzame del plačila za posredovanje (2% pogodbene vrednosti + 22% ddv)p 

p vabljeni na ogled! p div br  nepremicnine.net(c). div 
                div class= kontakt-opis  h3 kontaktni podatkih3 p 
        kreativdom d.o.o. br vodovodna cesta 100br 1000 ljubljanabr tel.: a href= tel:031735-504  onclick= trackoutboundlink('kreativdom d.o.o. 031735-504', 'oglas-click-tel');  031735-504a  anja kardum, a href= tel:01292-61-88  onclick= trackoutboundlink('kreativdom d.o.o. 01292-61-88', 'oglas-click-tel');  01292-61-88a  pisarna, a href= tel:041498-708  onclick= trackoutboundlink('kreativdom d.o.o. 041498-708', 'oglas-click-tel');  041498-708a  pisarnap div ",https://www.nepremicnine.net/oglasi-prodaja/lj-bezigrad-brinje-glavarjeva-ulica-stanovanje_6241937/
1978,9,"LJ. BEŽIGRAD, BRATOVŠEVA PLOŠČAD",19.02.2019 ,135000.0,,40.0,"div id= opis  
                div class= kratek  itemprop= description  strong class= rdeca  lj. bežigrad, bratovševa ploščadstrong , 40 m2, 1-sobno, zgrajeno l. 1978, adaptirano l. 2018, 912 nad., na dobri lokaciji, opremljeno, z vsemi priključki, prodamo brez agencijske provizije, takoj vseljivo, pohištvo in oprema vključena, prodamo. cena: cca 135.000,00 eurdiv 
	        
                
                energ. razred:
                div class= icon16 ei ei-9998  div  ei v izdelavi
                !--br  a rel= nofollow  href= extform-kontakt.php?form=nepremicnine&id=6244960  class= potrdi gumb cbox iframe send_ask  pošlji povpraševanjebr   ali ponudi menjavo svoje nepremičninea -- 
        div id= obcina_stats_append  div 
                    div class= web-opis  
                        h3 dodaten opish3 div itemprop= disambiguatingdescription  p strong enosobno stanovanje, 40 m2, v 9. nadstropju, lj – bežigrad, bratovstrong strong ševa ploščadstrong p 
p v objektu zgrajenem l. 1978, za bežigrad na bratovševi ploščadi prodamo enosobno stanovanje z balkonom. stanovanje se nahaja v 9. nadstropju od enajstih, v objektu sta dve dvigali. stanovanje je zelo funkcionalno, zelo dobro vzdrževano in ima odličen tloris. lokacija omogoča hiter dostop do obvoznice. v bližini je vsa potrebna infrastruktura za udobno bivanje.p 
p stanovanju pripada garaža pod blokom, v izmeri 12,5 m2. cena garaže je 10.000 eurp 
p strong površina, razporeditev in legastrong p 
ul li stanovanje skupne površine 40 m2 obsega 36,3 m2 neto bivalne površine, 3,7 m2 balkona in 1,96 m2 kleti. li 
li stanovanje obsega: predsobo, kopalnico, dnevno spalni prostor z izhdom na balkon in ločeno kuhinjo z jedilnim kotom.   li 
li stanovanje je svetlo, v dnevni sobi je panoramsko okno, obrnjeno na jug, s prelepim pogledom.li 
li stanovanje je opremljeno z daljinsko in ročno vodenimi zunanjimi žaluzijami.li 
li bivanje je zelo udobno tudi zaradi prijetnih in tihih sosedov.li 
ul p strong prenove in opremljenost strong br  stanovanje je bilo obnovljeno v letih 2016 in 2018. leta 2016 so bili zamenjani radiatorji, štedilnik in hladilnik. leta 2018 je bila v celoti prenovljena kopalnica, vključno z vertikalami in kanalizacijskimi cevmi, zamenjane so bile talne obloge na hodniku, kuhinji in jedilnici.p 
p blizina avtobusnega postajsliščaa mestnega avtobusa (proge 6,8 in 11).p 
p stanovanje se prodaja opremljeno (kuhinja, delno opremljena kopalnica, jedilnica, nova sedežna garniture, omare, postelja).p 
p na bloku je obnovljena streha, nova fasada je bila narejena pred kratkim (pred 2 letoma), okna na hodnikih so bila zamenjana, nova vhodna vrata v stavbo.p 
p strong dodatne karakteristikestrong p 
ul li dvigalo: dali 
li balkon: dali 
li parkiranje: garažali 
li internet: optikali 
li ogrevanje: toplarnali 
ul p strong opis lokacije in razpoložljiva infrastrukturastrong br  v okolici se nahaja vsa potrebna infrastruktura (šola, vrtec, banka, trgovine, parki in igrišča za otroke itd).dostop do ac je zelo hiter (3min vožnje).p 
p strong stroškistrong p 
p zimski stroški upravnika vključujoč ogrevanje znašajo cca 100-120 eur (poletni okrog 80 eur). p 
p strong ostalostrong br  vpisano v zk. stanovanje se prodaja brez posrednikov! stanovanje je prazno, možen hiter prevzem. stanovanje je bilo vedno v lastniški uporabi.p 
p 3d sprehod po stanovanju: https:youtu.bepiz0cfae0rep div br  nepremicnine.net(c). div 
                div class= kontakt-opis  h3 kontaktni podatkih3 p 
        zasebna ponudbabr tel.: a href= tel:031704-866  onclick= trackoutboundlink('0.zasebna ponudba 031704-866', 'oglas-click-tel');  031704-866a p div ",https://www.nepremicnine.net/oglasi-prodaja/lj-bezigrad-bratovseva-ploscad-stanovanje_6244960/
1930,PK,"LJ. BEŽIGRAD, BLIŽINA STADIONA",19.02.2019 ,109800.0,,60.0,"div id= opis  
                div class= kratek  itemprop= description  strong class= rdeca  lj. bežigrad, bližina stadionastrong , 60 m2, 2-sobno, zgrajeno l. 1930, polklet, prodamo. cena: 109.800,00 eurdiv 
	        
                
                energ. razred:
                div class= icon16 ei ei-9998  div  ei v izdelavi
                !--br  a rel= nofollow  href= extform-kontakt.php?form=nepremicnine&id=6242778  class= potrdi gumb cbox iframe send_ask  pošlji povpraševanjebr   ali ponudi menjavo svoje nepremičninea -- 
        br div class= lbl  style= width:auto;  šifra oglasa:div  div class= dsc  strong b157strong div br div id= obcina_stats_append  div 
                    div class= web-opis  
                        h3 dodaten opish3 div itemprop= disambiguatingdescription  p v bližini starega stadiona za bežigradom prodamo solidno vzdrževano dvosobno polkletno stanovanje , s površino etažne enote v izmeri 60,00 m2, od tega čiste stanovanjske površine 50,00 m2 + 10,00 m2 shrambe v istem nivoju, katero je po potrebi zelo enostavno mogoče spremeniti v dodatno sobo, saj ima tudi okno. lokacija je odlična, blizu vse infrastrukture, ac obroča in centra mesta. stanovanje ni orientirano na ulico, ampak je obrnjeno v dvorišče in je vsled tega mirno, pa tudi dovolj svetlo, kljub temu, da je polkletno. obsega predprostor, kopalnico z wc-jem, manjšo prehodno kuhinjo, dnevni prostor z jedilnico, večjo sobo, kabinet in veliko shrambo. z manjšim posegom bi bilo možno narediti dve manši enoti (soglasje od sostanovalcev je po izjavi prodajalcev že pridobljeno) vsakokratnemu lastniku stanovanja po etažnem elaboratu pripadata dve parkirišči na skupnem zemljišču ob stavbi.p 
p poslovno-stanovanjska stavba iz leta 1930 je bila v celoti obnovljena leta 2016 (fasada, streha, okna). ogrevanje je z električnimi radiatorji, možen pa je tudi priklop na mestni plinovod. vsi ostali priključki so urejeni. stroški so zmerni.p 
p vseljivo po dogovoru!p 
p zk urejeno, etažirano in brez bremen!p 
p koda: b157p 
p zaračunamo posredniško storitev v višini 4%+ddv, na način, da se provizija enakovredno deli med prodajalca in kupca (2%+2%+ddv).p div br  nepremicnine.net(c). div 
                div class= kontakt-opis  h3 kontaktni podatkih3 p 
        rojal invest d.o.o. br cigaletova 05br 1000 ljubljanabr tel.: a href= tel:01300-73-70  onclick= trackoutboundlink('rojal invest d.o.o. 01300-73-70', 'oglas-click-tel');  01300-73-70a , a href= tel:051363-630  onclick= trackoutboundlink('rojal invest d.o.o. 051363-630', 'oglas-click-tel');  051363-630a , fax.: a href= tel:01300-73-71  01300-73-71a p div ",https://www.nepremicnine.net/oglasi-prodaja/lj-bezigrad-blizina-stadiona-stanovanje_6242778/
